ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,data_warn,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
S,2026-09-24,23.98,1.12,True,21.82,0.044,0.24,True,65.4,0.77,64.6,False,4.68,3.84,57.7,0.1,E 延伸,False,12:37,18.7,升,60.0,8,False,11.0,0.2861,0.3122,,False,False,9.01,1.92,22.71,5.3,1.13,217.9,,OHLC,—,LH/LL,UT,False,268,2,S,SubSector_R12
CRDO,2026-09-24,195.97,13.17,False,189.71,-1.687,-0.52,True,46.0,1.3,44.7,False,6.72,6.28,33.6,-0.3,D 趨勢弱,False,11:32,345.8,升,42.0,4,False,12.0,5.2116,4.4557,,False,True,3.2,0.48,170.57,12.96,1.93,1650.5,,OHLC,—,LH/LL,UT,False,268,2,CRDO,AI_R13+SubSector_R12+Combined_R22
NOC,2026-09-24,508.98,11.65,False,537.66,-1.605,-0.76,True,89.1,0.11,89.0,True,2.29,1.63,8.8,0.2,D 趨勢弱,False,4:23,131.5,跌,23.0,3,False,12.0,-0.8923,-0.5374,-5.7269,False,False,-5.64,-2.46,531.25,-4.38,-1.91,431.7,,OHLC,↓,LH/LL,DT,False,268,2,NOC,SubSector_R12
TSN,2026-09-24,51.14,1.29,False,54.14,-0.108,-0.68,True,87.7,0.38,87.3,True,2.52,1.7,4.5,0.7,D 趨勢弱,False,3:26,103.1,跌,7.0,1,False,12.0,-0.0029,0.0082,-0.5639,False,False,-5.87,-2.33,53.16,-3.95,-1.57,204.2,,OHLC,↓,LH/LL,DT,False,268,2,TSN,SubSector_R12
NET,2026-09-24,358.82,18.14,True,310.79,1.474,0.43,True,64.4,0.29,64.1,False,5.06,3.67,61.1,0.8,E 延伸,False,2:41,80.3,升,95.0,11,False,12.0,4.7365,4.7133,,False,False,13.38,2.65,323.6,9.82,1.94,1034.4,,OHLC,↑,HH/HL,UT,False,268,2,NET,AI_R13+Combined_R22
GOLD,2026-09-24,43.48,2.32,False,45.1,-0.014,0.03,True,64.2,1.06,63.2,False,5.33,3.43,19.0,-1.9,D 趨勢弱,False,5:32,165.8,跌,42.0,5,False,13.0,-0.5145,-0.4693,-0.5145,False,True,-3.73,-0.7,45.88,-5.52,-1.04,35.2,,OHLC,—,HH/HL,DT,False,268,2,GOLD,SubSector_R12
CSCO,2026-09-24,106.97,2.89,False,110.27,-1.05,-1.03,True,84.4,0.39,84.0,True,2.7,2.19,47.6,-0.1,C 基底修復,False,3:46,113.2,跌,13.0,2,False,13.0,-0.0938,-0.0521,-1.1267,False,False,-3.09,-1.14,111.5,-4.23,-1.57,1944.3,,OHLC,↓,LH/LL,DT,False,268,2,CSCO,AI_R13
OBIO,2026-09-24,5.95,0.37,True,5.54,0.029,0.63,True,58.7,1.49,57.2,False,6.18,3.75,52.2,-1.2,B 上升結構,False,3:41,110.4,跌,11.0,1,False,13.0,-0.0061,0.0127,-0.0775,False,False,6.85,1.11,5.9,0.84,0.14,2.1,,OHLC,—,HH/HL,自然回檔,True,187,2,OBIO,MP_R21_差一項
COHR,2026-09-24,290.61,20.84,False,300.12,-3.261,-0.43,True,43.9,0.04,43.9,False,7.17,6.41,45.5,-2.5,D 趨勢弱,False,2:49,84.6,升,165.0,13,False,13.0,2.4001,3.7819,,False,True,-3.27,-0.46,266.5,8.3,1.16,1830.5,,OHLC,↑,HH/HL,自然回檔,False,268,2,COHR,AI_R13+SubSector_R12+Combined_R22
MRVL,2026-09-24,258.95,13.77,True,232.08,0.942,0.4,True,55.4,0.68,54.7,False,5.32,5.34,71.4,5.7,C 基底修復,False,12:07,3.3,升,52.0,7,False,13.0,3.7549,3.9871,,False,False,10.37,1.95,218.82,15.5,2.91,4967.6,,OHLC,↑,HH/HL,UT,False,268,2,MRVL,AI_R13+SubSector_R12+Combined_R22
RGTI,2026-09-24,16.5,1.0,False,16.31,-0.069,-0.25,True,53.8,0.71,53.1,False,6.05,4.96,34.2,0.9,D 趨勢弱,False,11:58,359.1,升,49.0,6,False,14.0,0.1805,0.1629,,False,True,1.18,0.19,15.81,4.18,0.69,261.7,,OHLC,—,LH/LL,自然反彈,False,268,2,RGTI,SubSector_R12
GNRC,2026-09-24,198.05,10.9,False,200.48,-0.606,-0.06,True,61.9,0.96,61.0,False,5.5,3.73,20.0,1.3,D 趨勢弱,False,11:40,350.0,升,44.0,6,False,14.0,3.0542,3.5195,,False,True,-1.22,-0.22,231.89,-17.09,-3.1,306.9,,OHLC,—,LH/LL,自然回檔,False,268,2,GNRC,AI_R13
NTAP,2026-09-24,197.24,8.1,True,191.8,0.0,0.03,False,74.2,-0.48,74.6,False,4.11,2.73,72.9,5.3,A 待突破,False,11:33,346.5,升,42.0,6,False,14.0,0.4755,0.4614,,False,True,2.76,0.67,199.28,-1.03,-0.25,491.0,,OHLC,—,LH/LL,次級反彈,True,268,2,NTAP,AI_R13
QBTS,2026-09-24,17.48,1.14,False,17.93,-0.105,-0.42,True,49.7,0.94,48.8,False,6.5,5.51,11.9,-4.2,D 趨勢弱,False,11:07,333.5,升,35.0,6,False,14.0,0.1577,0.1389,,False,True,-2.57,-0.4,17.67,-1.09,-0.17,279.6,,OHLC,↓,LH/LL,次級反彈,False,268,2,QBTS,SubSector_R12
RDW,2026-09-24,11.6,0.75,False,11.52,-0.085,-0.59,True,51.0,0.6,50.4,False,6.51,5.19,56.9,-1.0,D 趨勢弱,False,10:30,315.0,升,25.0,6,False,14.0,0.1059,0.0964,,False,True,0.66,0.1,11.27,2.84,0.44,136.4,,OHLC,—,HH/HL,自然反彈,True,268,2,RDW,SubSector_R12+Combined_R22
PCAR,2026-09-24,110.67,2.87,False,121.76,-0.728,-1.75,False,87.9,-0.1,88.0,True,2.59,1.59,10.0,-1.5,D 趨勢弱,True,8:49,264.6,跌,276.0,35,False,14.0,-1.0415,-0.9757,-1.1366,False,False,-10.02,-3.87,124.7,-12.68,-4.89,395.5,,OHLC,↓,LH/LL,DT,False,268,2,PCAR,SubSector_R12+Combined_R22
CLS,2026-09-24,373.56,19.6,True,323.72,1.506,0.31,True,56.8,0.34,56.4,False,5.25,5.1,46.7,2.5,E 延伸,False,2:49,84.6,升,196.0,14,False,14.0,6.3404,5.4549,,False,False,13.34,2.54,316.08,15.39,2.93,735.6,,OHLC,↑,HH/HL,UT,False,268,2,CLS,Combined_R22
FLEX,2026-09-24,112.4,5.42,False,112.06,-0.545,-0.43,True,63.9,0.12,63.8,False,4.82,4.02,61.1,12.3,D 趨勢弱,False,2:49,84.6,升,133.0,13,False,14.0,0.9036,0.9041,,False,True,0.3,0.06,108.01,3.91,0.81,366.9,,OHLC,—,HH/HL,次級反彈,True,268,2,FLEX,SubSector_R12
TTRX,2026-09-24,13.26,1.32,True,12.99,0.049,1.04,False,34.9,-1.19,36.1,False,9.99,6.62,46.9,-1.0,E 延伸,False,1:14,37.2,升,71.0,13,False,14.0,0.0329,0.163,,False,True,2.06,0.21,12.69,4.3,0.43,2.3,,OHLC,↑,HH/HL,自然回檔,False,187,2,TTRX,MP_R21_差一項
ADI,2026-09-24,382.61,11.29,False,370.95,-0.206,-0.04,True,83.9,0.28,83.6,True,2.95,2.05,58.4,0.8,C 基底修復,False,1:07,33.5,升,69.0,10,False,14.0,3.1973,3.4455,,False,False,3.05,1.03,361.02,5.64,1.91,1269.6,,OHLC,↑,HH/HL,UT,False,268,2,ADI,SubSector_R12
ASX,2026-09-24,43.5,1.77,True,38.93,0.087,0.53,True,67.0,0.63,66.4,False,4.06,4.15,62.7,-0.6,E 延伸,False,11:33,346.5,升,42.0,6,False,,0.6268,0.6929,,False,False,10.51,2.59,37.08,14.76,3.63,271.0,,OHLC,↑,HH/HL,自然回檔,False,268,2,ASX,AI_R13
ONDS,2026-09-24,7.6,0.45,False,7.99,-0.107,-0.75,True,53.9,0.25,53.7,False,5.95,5.04,22.2,2.2,D 趨勢弱,False,11:19,339.4,升,39.0,4,False,,0.0504,0.036,,False,True,-5.1,-0.86,7.63,-0.39,-0.07,490.9,,OHLC,—,LH/LL,次級反彈,True,268,2,ONDS,SubSector_R12
CCL,2026-09-24,21.79,0.76,False,23.93,-0.17,-1.42,True,81.0,0.13,80.8,True,3.47,2.08,0.0,0.0,D 趨勢弱,False,10:13,306.7,升,20.0,3,False,,0.046,0.0352,,False,False,-9.83,-2.83,22.31,-2.39,-0.69,513.1,,OHLC,↓,LH/LL,DT,False,268,2,CCL,SubSector_R12
MMED,2026-09-24,20.44,1.01,False,21.6,-0.026,0.07,True,67.9,0.38,67.5,False,4.95,3.08,48.9,-4.9,B 上升結構,True,8:49,264.6,跌,150.0,9,False,,-0.3847,-0.3561,-0.3847,False,False,-5.67,-1.14,23.74,-16.14,-3.26,60.6,,OHLC,—,LH/LL,自然回檔,False,140,2,MMED,MP_R21_差一項
SBAC,2026-09-24,166.12,5.16,False,183.07,-0.716,-0.32,False,83.6,-0.67,84.2,True,3.11,1.95,3.7,-4.7,D 趨勢弱,True,8:49,264.6,跌,101.0,11,False,,-1.9955,-1.6114,-1.9955,False,False,-10.2,-3.28,191.52,-15.29,-4.92,173.1,,OHLC,↓,LH/LL,DT,False,268,2,SBAC,SubSector_R12
CF,2026-09-24,118.44,5.16,True,128.9,0.188,0.22,False,74.1,-0.13,74.2,False,4.36,2.49,37.7,-1.7,C 基底修復,True,8:24,252.0,跌,90.0,9,False,,-2.2591,-2.0763,-2.2591,False,False,-8.83,-2.03,,,,360.6,,OHLC,—,HH/HL,DT,False,268,2,CF,SubSector_R12+Combined_R22
CBIO,2026-09-24,14.24,1.51,False,17.6,-0.147,-0.48,True,37.9,0.83,37.1,False,10.63,4.86,15.2,-2.8,D 趨勢弱,True,6:18,188.8,跌,55.0,7,False,,-0.6122,-0.5594,-0.6122,False,False,-23.56,-2.22,,,,9.4,,OHLC,—,HH/HL,DT,False,268,2,CBIO,Combined_R22
VST,2026-09-24,137.94,4.53,False,142.51,-0.235,-0.08,True,79.3,0.48,78.8,True,3.28,2.58,14.2,0.9,D 趨勢弱,False,5:56,177.8,跌,49.0,5,False,,-0.4692,-0.3796,-1.9035,False,False,-3.31,-1.01,143.56,-4.07,-1.24,628.6,,OHLC,↓,LH/LL,DT,False,268,2,VST,AI_R13+SubSector_R12+Combined_R22
BG,2026-09-24,110.21,4.32,False,116.85,-0.096,0.02,True,77.7,0.42,77.3,True,3.92,2.25,28.0,-1.1,C 基底修復,False,5:47,173.3,跌,46.0,7,False,,-1.4643,-1.3911,-1.4643,False,False,-6.03,-1.54,109.82,0.35,0.09,238.7,,OHLC,—,HH/HL,DT,False,268,2,BG,SubSector_R12
CDW,2026-09-24,139.46,6.12,True,144.66,0.088,0.24,False,70.9,-1.8,72.7,False,4.39,3.07,52.1,-4.9,C 基底修復,False,5:32,165.8,跌,42.0,5,False,,-1.1619,-0.6754,-1.1619,False,True,-3.73,-0.85,153.79,-10.28,-2.34,244.8,,OHLC,—,LH/LL,自然回檔,False,268,2,CDW,MP_R21_差一項
HPQ,2026-09-24,31.14,1.62,True,31.66,0.06,0.41,False,66.1,-0.64,66.7,False,5.2,3.19,58.1,4.8,B 上升結構,False,4:45,142.7,跌,29.0,4,False,,-0.3683,-0.2504,-0.3683,False,True,-1.67,-0.32,34.66,-11.3,-2.17,585.9,,OHLC,↓,LH/LL,DT,False,268,2,HPQ,MP_R21
CLMT,2026-09-24,53.85,2.48,True,53.25,0.268,1.3,False,70.1,-0.17,70.2,False,4.6,3.02,60.2,-0.1,B 上升結構,False,4:39,139.7,跌,28.0,3,False,,-0.5648,-0.3293,-0.5648,False,True,1.12,0.24,47.72,11.38,2.47,80.3,,OHLC,↑,HH/HL,自然回檔,False,268,2,CLMT,MP_R21
WTTR,2026-09-24,19.53,0.83,False,20.15,-0.064,-0.21,True,68.9,0.26,68.6,False,4.26,3.59,53.9,-2.7,C 基底修復,False,4:20,130.0,跌,22.0,2,False,,-0.101,-0.0674,-0.3041,False,True,-3.18,-0.75,20.93,-7.16,-1.68,32.1,,OHLC,—,LH/LL,DT,True,268,2,WTTR,Combined_R22
ANGX,2026-09-24,4.86,0.34,True,4.89,0.04,0.48,False,51.8,-0.2,52.0,False,7.04,4.46,48.3,0.1,D 趨勢弱,False,4:12,126.0,跌,20.0,2,False,,-0.0469,-0.0288,-0.0821,False,True,-0.54,-0.08,4.9,-0.82,-0.12,10.1,,OHLC,↑,HH/HL,自然回檔,False,261,2,ANGX,MP_R21
NI,2026-09-24,39.12,0.68,False,41.03,-0.113,-0.88,True,93.6,0.07,93.6,True,1.74,1.15,14.1,-0.1,D 趨勢弱,False,3:50,115.0,跌,14.0,2,False,,-0.0931,-0.0524,-0.3459,False,False,-4.88,-2.8,41.9,-7.11,-4.09,224.0,,OHLC,↓,LH/LL,DT,False,268,2,NI,SubSector_R12
CHPT,2026-09-24,8.98,0.71,True,8.71,0.019,0.26,False,35.9,-0.13,36.0,False,7.86,8.36,50.0,0.0,E 延伸,False,3:38,108.9,跌,11.0,1,False,,-0.0114,0.0606,-0.0779,False,True,3.02,0.38,9.41,-4.79,-0.61,39.4,,OHLC,—,HH/HL,DT,False,268,2,CHPT,MP_R21_差一項
ASST,2026-09-24,29.94,1.95,True,24.36,0.257,0.94,True,51.2,1.09,50.1,False,6.53,5.13,40.0,0.0,E 延伸,False,3:34,106.9,跌,9.0,3,False,,-0.1825,-0.152,-0.1825,False,False,18.65,2.86,28.99,3.17,0.49,291.2,,OHLC,↑,HH/HL,自然反彈,False,268,2,ASST,MP_R21_差一項
XRX,2026-09-24,3.33,0.19,True,3.24,0.006,0.21,False,52.9,-0.78,53.6,False,5.79,5.46,58.6,0.5,B 上升結構,False,3:31,105.3,跌,9.0,1,False,,-0.0009,0.0117,-0.0384,False,True,2.83,0.49,3.33,0.0,0.0,9.0,,OHLC,—,HH/HL,自然回檔,True,268,2,XRX,MP_R21_差一項
GRDN,2026-09-24,41.79,1.9,True,42.36,0.072,0.44,False,72.2,-1.22,73.4,False,4.54,2.67,49.4,-0.0,B 上升結構,False,3:23,101.7,跌,7.0,1,False,,-0.1725,0.0606,-0.3306,False,True,-1.37,-0.3,43.83,-4.88,-1.07,30.4,,OHLC,—,LH/LL,自然回檔,False,268,2,GRDN,MP_R21_差一項
CVI,2026-09-24,51.3,2.48,True,45.51,0.501,1.43,True,66.4,0.24,66.2,False,4.84,3.49,56.4,-0.7,E 延伸,False,3:20,100.0,跌,6.0,1,False,,-0.0838,0.1313,-0.5238,False,False,11.28,2.33,48.63,5.2,1.08,59.1,,OHLC,↑,HH/HL,自然回檔,False,268,2,CVI,MP_R21_差一項
AMD,2026-09-24,629.26,25.58,True,516.14,5.224,1.08,True,66.1,0.57,65.5,False,4.06,4.33,65.0,0.9,E 延伸,False,2:49,84.6,升,109.0,14,False,,15.0514,15.0191,,False,False,17.98,4.42,493.41,21.59,5.31,11512.9,,OHLC,↑,HH/HL,UT,False,268,2,AMD,AI_R13+SubSector_R12+Combined_R22
AMKR,2026-09-24,52.69,2.86,False,50.47,-0.145,-0.1,True,51.2,0.53,50.7,False,5.42,6.22,30.7,2.8,D 趨勢弱,False,2:49,84.6,升,196.0,14,False,,1.0066,1.0516,,False,True,4.22,0.78,49.53,6.0,1.11,204.2,,OHLC,↑,HH/HL,自然回檔,False,268,2,AMKR,AI_R13
AVAV,2026-09-24,158.55,9.13,False,154.12,-0.676,-0.3,True,58.3,2.93,55.4,False,5.76,4.24,7.5,-2.3,D 趨勢弱,False,2:49,84.6,升,103.0,9,False,,1.4131,1.496,,False,True,2.79,0.49,168.0,-5.96,-1.04,345.1,,OHLC,—,LH/LL,自然回檔,False,268,2,AVAV,SubSector_R12
BNC,2026-09-24,6.26,0.53,True,5.12,0.011,0.34,True,36.0,1.22,34.7,False,8.39,7.81,51.3,1.3,E 延伸,False,2:49,84.6,升,144.0,28,False,,0.1511,0.18,,False,False,18.26,2.18,6.11,2.4,0.29,28.6,,OHLC,↑,HH/HL,自然反彈,False,187,2,BNC,MP_R21_差一項
GFS,2026-09-24,47.05,2.17,False,46.8,-0.237,-0.42,True,66.2,0.73,65.5,False,4.6,3.76,21.9,-1.2,D 趨勢弱,False,2:49,84.6,升,640.0,36,False,,0.7278,0.7725,,False,True,0.54,0.12,42.15,10.41,2.26,186.7,,OHLC,↑,HH/HL,自然回檔,False,268,2,GFS,AI_R13+SubSector_R12
INTC,2026-09-24,127.39,6.4,True,101.73,0.894,0.68,True,59.5,0.64,58.8,False,5.02,4.73,59.2,2.0,E 延伸,False,2:49,84.6,升,125.0,15,False,,3.3107,3.1512,,False,False,20.14,4.01,100.32,21.25,4.23,11134.5,,OHLC,↑,HH/HL,UT,False,268,2,INTC,AI_R13+SubSector_R12+Combined_R22
IPGP,2026-09-24,77.42,3.57,False,77.36,-0.288,-0.4,True,66.3,0.72,65.5,False,4.61,3.75,17.1,1.2,D 趨勢弱,False,2:49,84.6,升,171.0,19,False,,0.658,0.6882,,False,True,0.07,0.02,74.9,3.25,0.71,34.7,,OHLC,—,HH/HL,次級反彈,True,268,2,IPGP,AI_R13
LII,2026-09-24,367.78,11.32,False,385.04,-1.451,-1.03,True,75.9,0.34,75.5,True,3.08,3.44,19.5,1.2,D 趨勢弱,False,2:49,84.6,升,177.0,21,False,,3.5786,3.4561,,False,False,-4.69,-1.52,372.0,-1.15,-0.37,183.7,,OHLC,—,LH/LL,自然反彈,True,268,2,LII,SubSector_R12
LUV,2026-09-24,41.55,1.24,False,40.45,-0.058,-0.45,False,83.1,-0.02,83.1,True,2.99,2.16,21.8,-0.7,C 基底修復,False,2:49,84.6,升,102.0,12,False,,0.5397,0.558,,False,True,2.65,0.89,38.67,6.93,2.32,231.4,,OHLC,↑,HH/HL,自然回檔,False,268,2,LUV,SubSector_R12
MOD,2026-09-24,196.95,10.56,False,190.96,-0.35,-0.04,True,60.5,0.45,60.1,False,5.36,4.17,28.7,-1.5,D 趨勢弱,False,2:49,84.6,升,140.0,15,False,,2.6684,2.5545,,False,True,3.04,0.57,195.92,0.52,0.1,226.8,,OHLC,↑,HH/HL,自然回檔,False,268,2,MOD,AI_R13+SubSector_R12+Combined_R22
NXPI,2026-09-24,230.16,7.67,False,227.59,-0.179,-0.04,False,79.1,-0.16,79.3,True,3.33,2.57,16.1,2.5,D 趨勢弱,False,2:49,84.6,升,235.0,29,False,,1.9297,2.3078,,False,True,1.12,0.34,237.57,-3.22,-0.97,822.1,,OHLC,↓,LH/LL,自然回檔,False,268,2,NXPI,SubSector_R12
ON,2026-09-24,73.15,3.56,False,73.1,-0.376,-0.46,True,66.7,0.91,65.8,False,4.86,3.41,26.8,1.7,D 趨勢弱,False,2:49,84.6,升,225.0,20,False,,0.7843,0.7488,,False,True,0.06,0.01,76.14,-4.09,-0.84,781.7,,OHLC,↓,LH/LL,次級反彈,False,268,2,ON,SubSector_R12
PWR,2026-09-24,643.5,23.48,False,639.04,-1.505,-0.23,True,74.5,0.19,74.3,False,3.65,3.13,61.6,8.0,C 基底修復,False,2:49,84.6,升,102.0,12,False,,3.6445,3.362,,False,True,0.69,0.19,621.83,3.37,0.92,545.4,,OHLC,—,LH/LL,UT,True,268,2,PWR,AI_R13+SubSector_R12+Combined_R22
QCOM,2026-09-24,194.26,8.43,True,175.39,0.692,0.64,True,72.4,0.29,72.1,False,4.34,2.83,42.7,-1.1,E 延伸,False,2:49,84.6,升,231.0,35,False,,2.029,2.3795,,False,False,9.71,2.24,177.72,8.51,1.96,2588.4,,OHLC,↑,HH/HL,自然回檔,False,268,2,QCOM,AI_R13+Combined_R22
RDDT,2026-09-24,152.72,7.84,False,159.65,-0.035,-0.11,True,56.7,1.04,55.7,False,5.13,5.22,20.9,-6.0,D 趨勢弱,False,2:49,84.6,升,158.0,16,False,,0.3297,0.4845,,False,True,-4.54,-0.88,149.21,2.3,0.45,728.5,,OHLC,—,HH/HL,自然回檔,True,268,2,RDDT,SubSector_R12+Combined_R22
SMTC,2026-09-24,174.5,11.74,True,150.18,0.759,0.63,True,46.3,0.69,45.6,False,6.73,6.19,61.6,1.7,E 延伸,False,2:49,84.6,升,170.0,21,False,,1.4186,1.8514,,False,False,13.94,2.07,169.33,2.96,0.44,535.2,,OHLC,↑,HH/HL,自然反彈,False,268,2,SMTC,AI_R13+MP_R21_差一項
SYM,2026-09-24,44.04,1.9,True,42.05,0.055,0.31,True,67.6,0.97,66.6,False,4.32,3.77,16.0,0.2,D 趨勢弱,False,2:49,84.6,升,118.0,14,False,,0.2726,0.3075,,False,False,4.53,1.05,41.89,4.88,1.13,74.6,,OHLC,↑,HH/HL,自然回檔,False,268,2,SYM,AI_R13+SubSector_R12
TDOC,2026-09-24,6.14,0.26,False,6.39,-0.019,-0.48,True,61.2,0.61,60.6,False,4.2,5.17,36.2,-0.3,D 趨勢弱,False,2:49,84.6,升,160.0,20,False,,0.0359,0.0453,,False,True,-4.13,-0.98,,,,21.0,,OHLC,—,HH/HL,DT,False,268,2,TDOC,SubSector_R12
WMT,2026-09-24,107.59,2.17,False,107.28,-0.162,-0.26,False,89.4,-0.84,90.2,True,2.02,1.85,26.5,-9.9,D 趨勢弱,False,2:49,84.6,升,107.0,15,False,,0.4858,0.6313,,False,True,0.29,0.14,106.08,1.4,0.69,2478.1,,OHLC,↑,HH/HL,自然回檔,False,268,2,WMT,SubSector_R12
MSGS,2026-09-24,402.5,9.48,False,397.94,-0.4,-0.0,False,90.0,-0.05,90.1,True,2.35,1.38,76.3,12.6,A 待突破,False,2:29,74.6,升,91.0,8,False,,0.8824,0.5509,,False,True,1.13,0.48,401.88,0.15,0.07,114.4,,OHLC,—,LH/LL,自然反彈,True,268,2,MSGS,Combined_R22
FEIM,2026-09-24,84.54,5.11,True,75.82,0.404,0.45,True,45.0,0.45,44.5,False,6.05,7.25,62.0,0.2,E 延伸,False,2:01,60.7,升,84.0,11,False,,1.282,1.6807,,False,False,10.31,1.71,89.6,-5.99,-0.99,29.3,,OHLC,—,LH/LL,自然回檔,True,268,2,FEIM,MP_R21_差一項
CRWD,2026-09-24,259.67,12.84,True,222.47,0.956,0.46,True,61.2,0.81,60.4,False,4.95,4.44,64.4,-0.6,E 延伸,False,1:51,55.6,升,81.0,9,False,,3.6524,3.7767,,False,False,14.33,2.9,237.65,8.48,1.71,3011.5,,OHLC,↑,HH/HL,UT,False,268,2,CRWD,AI_R13+SubSector_R12+Combined_R22
VSAT,2026-09-24,73.72,4.18,False,74.27,-0.361,-0.34,True,60.0,1.94,58.1,False,5.68,3.96,57.0,-0.3,C 基底修復,False,1:39,49.4,升,77.0,6,False,,0.3442,0.4271,,False,True,-0.75,-0.13,71.48,3.04,0.54,127.3,,OHLC,—,LH/LL,自然回檔,True,268,2,VSAT,Combined_R22
DAL,2026-09-24,82.76,2.34,False,81.22,-0.113,-0.51,False,85.1,-0.11,85.2,True,2.83,1.92,50.4,0.5,C 基底修復,False,1:22,40.9,升,73.0,9,False,,0.7461,0.7179,,False,True,1.86,0.66,83.92,-1.4,-0.49,544.9,,OHLC,—,LH/LL,自然回檔,False,268,2,DAL,SubSector_R12
UAL,2026-09-24,111.19,4.04,False,111.86,-0.344,-0.48,False,78.6,-0.25,78.8,True,3.64,2.37,38.3,2.7,C 基底修復,False,1:19,39.6,升,72.0,9,False,,0.955,1.0226,,False,True,-0.6,-0.17,110.77,0.38,0.1,414.0,,OHLC,—,LH/LL,自然回檔,False,268,2,UAL,SubSector_R12
AAL,2026-09-24,13.35,0.46,False,13.44,-0.038,-0.56,False,77.7,-0.18,77.9,True,3.46,2.71,26.5,-2.2,C 基底修復,False,12:56,28.1,升,66.0,9,False,,0.1363,0.1388,,False,True,-0.71,-0.2,13.95,-4.49,-1.3,924.4,,OHLC,↓,LH/LL,自然反彈,False,268,2,AAL,SubSector_R12
CBRS,2026-09-24,206.41,13.64,False,204.68,-2.542,-0.29,True,44.7,0.42,44.3,False,6.61,6.77,22.8,-1.5,D 趨勢弱,False,12:14,6.9,升,54.0,7,False,,2.8374,2.9401,,False,True,0.84,0.13,184.24,10.74,1.63,1141.6,,OHLC,—,LH/LL,自然回檔,False,92,2,CBRS,Combined_R22
APLD,2026-09-24,27.06,1.76,False,27.19,-0.174,-0.18,True,49.5,0.03,49.4,False,6.49,5.59,24.8,-5.4,D 趨勢弱,False,12:08,3.9,升,52.0,6,False,,0.3716,0.4247,,False,True,-0.49,-0.08,26.42,2.37,0.36,417.1,,OHLC,↓,LH/LL,DT,False,268,2,APLD,AI_R13+Combined_R22
ASTS,2026-09-24,61.06,4.26,False,62.92,-0.482,-0.5,True,48.3,0.19,48.1,False,6.97,5.41,24.6,1.1,D 趨勢弱,False,12:02,0.9,升,51.0,6,False,,0.3235,0.3282,,False,True,-3.04,-0.44,57.27,6.21,0.89,599.7,,OHLC,—,HH/HL,自然回檔,True,268,2,ASTS,SubSector_R12+RateHike_R2_受惠
BA,2026-09-24,196.8,5.57,False,208.33,-1.08,-1.07,False,84.3,-0.24,84.5,True,2.83,2.08,10.1,-2.9,D 趨勢弱,False,5:25,162.3,跌,40.0,7,False,1.0,-0.5615,-0.5505,-2.5802,False,False,-5.86,-2.07,201.15,-2.21,-0.78,1317.0,,OHLC,↓,LH/LL,DT,False,268,1,BA,SubSector_R12+Combined_R22
DNTH,2026-09-24,90.71,5.46,False,105.13,-0.606,-0.69,False,61.6,-0.56,62.2,False,6.02,3.28,34.7,-2.4,D 趨勢弱,True,8:49,264.6,跌,188.0,26,False,2.0,-1.6267,-1.4358,-1.6267,False,False,-15.9,-2.64,107.69,-18.72,-3.11,84.5,,OHLC,↓,LH/LL,DT,False,268,1,DNTH,Combined_R22
MBX,2026-09-24,55.39,3.28,False,63.17,-0.419,-0.37,False,60.0,-1.5,61.5,False,5.92,3.71,42.0,-4.3,D 趨勢弱,True,8:49,264.6,跌,232.0,51,False,2.0,-0.5423,-0.262,-1.2497,False,False,-14.05,-2.37,62.99,-13.72,-2.32,31.1,,OHLC,↓,LH/LL,DT,False,268,1,MBX,Combined_R22
RAPP,2026-09-24,33.83,2.62,False,43.89,-0.972,-1.16,False,50.9,-0.18,51.1,False,7.76,3.95,16.1,-1.1,D 趨勢弱,True,8:49,264.6,跌,262.0,18,False,2.0,-1.2255,-1.0713,-1.2255,False,False,-29.73,-3.83,41.47,-22.58,-2.91,18.3,,OHLC,↓,LH/LL,DT,False,268,1,RAPP,Combined_R22
SGMT,2026-09-24,9.11,0.68,False,10.47,-0.106,0.28,False,51.0,-9.27,60.3,False,7.46,4.23,41.0,-38.2,D 趨勢弱,True,8:49,264.6,跌,152.0,18,False,2.0,-0.2145,-0.111,-0.2145,False,False,-14.96,-2.01,11.09,-21.73,-2.91,11.5,,OHLC,↓,LH/LL,DT,False,268,1,SGMT,MP_R21_差一項
AA,2026-09-24,42.68,1.89,False,48.82,-0.461,-0.82,False,71.0,-0.61,71.6,False,4.43,3.01,18.5,-4.1,D 趨勢弱,True,8:14,246.8,跌,87.0,11,False,2.0,-0.6154,-0.5765,-0.6209,False,False,-14.39,-3.25,51.28,-20.15,-4.55,180.1,,OHLC,↓,LH/LL,DT,False,268,1,AA,SubSector_R12
ELVN,2026-09-24,45.17,2.3,False,54.27,-0.303,-1.36,False,70.1,-0.07,70.2,False,5.08,2.53,35.4,-4.4,D 趨勢弱,True,8:49,264.6,跌,240.0,30,False,3.0,-1.2077,-1.2023,-1.2377,False,False,-20.14,-3.96,50.24,-11.22,-2.21,74.6,,OHLC,↓,LH/LL,DT,False,268,1,ELVN,Combined_R22
