ticker,date,close,atr,c1,grav,grav_slope,grav_shift5atr,c2,volidx,volidx_slope,volidx_prev,c3,atr_pct,sd60_pct,vcp,vcp_slope,vcp_grade,c4,clock,theta,cycle,cyc_prog,cyc_days,c5,c5_days,hist,hist_prev,hist_trough,still_light,c6,dist_grav_pct,dist_grav_atr,lr_line,dist_lr_pct,dist_lr_atr,turnover20_m,bar_src,lr_dir,struct,mk,inBox,bars,score,symbol_used,lists
NSC,2026-09-21,309.07,5.99,False,333.51,-1.257,-0.65,False,92.2,-0.3,92.5,True,1.94,1.3,19.6,-13.5,D 趨勢弱,True,8:49,264.6,跌,103.0,15,False,5.0,-2.2508,-2.108,-3.056,False,False,-7.91,-4.08,355.99,-15.18,-7.84,364.3,OHLC,↓,LH/LL,DT,False,265,2,NSC,SubSector_R12+Combined_R22
RHI,2026-09-21,36.96,1.58,False,41.87,-0.119,-0.4,True,66.5,0.19,66.3,False,4.28,4.04,44.4,-1.6,D 趨勢弱,True,8:49,264.6,跌,229.0,18,False,5.0,-0.6298,-0.7041,-1.0764,True,False,-13.27,-3.1,38.73,-4.79,-1.12,76.2,OHLC,↓,LH/LL,DT,False,265,2,RHI,SubSector_R12
WM,2026-09-21,207.04,3.76,False,219.66,-0.673,-0.66,False,92.5,-0.3,92.8,True,1.82,1.35,17.4,-2.7,D 趨勢弱,True,8:49,264.6,跌,500.0,40,False,5.0,-0.6704,-0.3673,-2.0666,False,False,-6.1,-3.36,218.09,-5.34,-2.94,471.2,OHLC,↓,LH/LL,DT,False,265,2,WM,SubSector_R12
HG,2026-09-21,33.87,0.86,False,35.1,-0.072,-0.19,False,88.5,-0.9,89.4,True,2.54,1.52,49.5,-4.7,C 基底修復,True,7:48,234.0,跌,80.0,10,False,5.0,-0.0988,-0.0269,-0.2004,False,False,-3.64,-1.43,36.11,-6.61,-2.6,13.1,OHLC,—,LH/LL,自然回檔,False,265,2,HG,Combined_R22
AFL,2026-09-21,115.18,1.87,False,117.51,-0.318,-0.92,False,94.0,-0.05,94.1,True,1.62,1.16,39.8,-1.2,C 基底修復,False,11:36,347.9,升,43.0,6,False,6.0,0.1972,0.2797,,False,True,-2.02,-1.25,117.55,-2.06,-1.27,269.2,OHLC,—,LH/LL,自然回檔,True,265,2,AFL,SubSector_R12
NUTX,2026-09-21,201.48,10.99,True,192.98,2.036,0.79,False,56.3,-1.01,57.3,False,5.45,5.0,68.8,0.7,B 上升結構,False,11:15,337.5,升,38.0,6,False,6.0,0.0018,0.9888,,False,True,4.22,0.77,190.66,5.37,0.98,32.1,OHLC,↑,HH/HL,自然回檔,False,265,2,NUTX,10MA_R20
ZS,2026-09-21,207.13,10.01,True,180.3,0.882,0.55,True,64.7,0.48,64.2,False,4.83,3.84,37.3,-1.2,E 延伸,False,11:03,331.5,升,34.0,5,False,6.0,2.6733,1.9908,,False,False,12.96,2.68,,,,755.6,OHLC,—,LH/LL,UT,False,265,2,ZS,SubSector_R12+Combined_R22
HON,2026-09-21,206.48,4.82,False,215.55,-1.237,-1.74,True,87.6,0.34,87.2,True,2.33,1.92,12.2,1.5,D 趨勢弱,False,10:48,323.8,升,30.0,4,False,6.0,0.7978,0.609,,False,False,-4.39,-1.88,210.59,-1.99,-0.85,650.6,OHLC,↓,LH/LL,自然反彈,False,265,2,HON,SubSector_R12
W,2026-09-21,104.95,4.73,False,101.89,-0.137,-0.31,True,62.0,0.65,61.3,False,4.51,4.72,72.2,6.8,B 上升結構,False,10:23,311.5,升,23.0,4,False,6.0,0.2332,0.0928,,False,True,2.91,0.65,104.79,0.15,0.03,236.5,OHLC,—,LH/LL,自然反彈,True,265,2,W,SubSector_R12
A,2026-09-21,161.94,4.28,True,152.58,0.507,0.5,False,86.9,-0.13,87.1,True,2.64,1.74,68.2,-5.5,B 上升結構,False,10:01,300.4,升,17.0,2,False,6.0,0.757,0.237,,False,False,5.78,2.19,153.43,5.26,1.99,416.8,OHLC,↑,HH/HL,UT,False,265,2,A,SubSector_R12
PL,2026-09-21,17.07,1.13,False,19.06,-0.16,-0.76,True,54.8,1.6,53.2,False,6.63,4.15,11.1,0.0,D 趨勢弱,True,9:37,288.7,升,10.0,1,False,6.0,0.0416,-0.0559,,False,False,-11.68,-1.76,16.99,0.47,0.07,194.4,OHLC,↓,LH/LL,自然反彈,False,265,2,PL,SubSector_R12
HD,2026-09-21,297.2,6.7,False,323.84,-2.085,-1.3,False,90.0,-0.05,90.0,True,2.25,1.49,3.9,1.7,D 趨勢弱,True,8:49,264.6,跌,155.0,26,False,6.0,-1.4872,-1.526,-2.6522,True,False,-8.96,-3.98,344.3,-15.85,-7.03,1196.9,OHLC,↓,LH/LL,DT,False,265,2,HD,SubSector_R12
IP,2026-09-21,35.33,1.34,False,37.55,-0.168,-1.12,False,76.3,-0.03,76.3,True,3.8,2.64,8.5,3.2,D 趨勢弱,True,8:49,264.6,跌,272.0,31,False,6.0,-0.0687,-0.1844,-0.6563,True,False,-6.29,-1.66,35.55,-0.62,-0.16,177.9,OHLC,↓,LH/LL,次級反彈,False,265,2,IP,SubSector_R12
LNC,2026-09-21,41.68,1.26,False,43.63,-0.117,-0.59,False,82.2,-0.04,82.2,True,3.02,2.31,42.6,0.9,C 基底修復,True,8:49,264.6,跌,136.0,10,False,6.0,-0.2828,-0.2433,-0.6391,False,False,-4.68,-1.55,,,,83.1,OHLC,—,HH/HL,DT,False,265,2,LNC,SubSector_R12
LOW,2026-09-21,190.98,4.51,False,206.56,-0.995,-0.94,False,89.0,-0.16,89.1,True,2.36,1.6,2.9,0.4,D 趨勢弱,True,8:49,264.6,跌,117.0,21,False,6.0,-0.7394,-0.7596,-1.9819,True,False,-8.16,-3.45,204.45,-7.05,-2.98,601.3,OHLC,↓,LH/LL,DT,False,265,2,LOW,SubSector_R12
MHK,2026-09-21,117.27,4.41,False,130.7,-0.875,-0.41,False,77.1,-3.77,80.9,True,3.76,2.51,27.5,-25.4,D 趨勢弱,True,8:49,264.6,跌,180.0,23,False,6.0,-1.2368,-0.6767,-1.9008,False,False,-11.45,-3.04,129.42,-10.36,-2.75,120.7,OHLC,↓,LH/LL,DT,False,265,2,MHK,SubSector_R12
NCLH,2026-09-21,14.24,0.58,False,16.2,-0.169,-1.7,True,73.6,0.44,73.1,False,4.06,2.89,0.0,0.0,D 趨勢弱,True,8:49,264.6,跌,241.0,32,False,6.0,-0.0081,-0.0317,-0.2728,True,False,-13.79,-3.39,15.03,-5.55,-1.36,224.1,OHLC,↓,LH/LL,DT,False,265,2,NCLH,SubSector_R12
PINS,2026-09-21,19.36,0.83,False,20.88,-0.143,-1.65,True,70.9,0.58,70.4,False,4.28,3.17,5.7,0.7,D 趨勢弱,True,8:49,264.6,跌,261.0,32,False,6.0,-0.1036,-0.2063,-0.4851,True,False,-7.85,-1.83,19.69,-1.7,-0.4,283.0,OHLC,↓,LH/LL,自然反彈,False,265,2,PINS,SubSector_R12
SHOP,2026-09-21,137.92,6.14,False,141.42,-0.997,-0.15,False,66.3,-0.45,66.8,False,4.45,3.89,43.6,29.9,C 基底修復,True,8:49,264.6,跌,248.0,22,False,6.0,-1.0618,-1.9381,-3.5747,True,True,-2.54,-0.57,133.89,2.92,0.66,1173.2,OHLC,↓,LH/LL,自然反彈,False,265,2,SHOP,SubSector_R12
UPST,2026-09-21,25.58,1.27,False,28.19,-0.183,-0.83,True,68.3,1.04,67.2,False,4.96,3.01,3.6,3.6,D 趨勢弱,True,8:49,264.6,跌,133.0,15,False,6.0,-0.1662,-0.2608,-0.6567,True,False,-10.21,-2.06,26.1,-2.03,-0.41,101.5,OHLC,↓,LH/LL,自然反彈,False,265,2,UPST,AI_R13
LULU,2026-09-21,101.3,4.81,False,108.76,-0.533,-0.57,True,67.4,0.82,66.6,False,4.75,3.38,2.6,2.6,D 趨勢弱,True,8:30,255.0,跌,92.0,11,False,6.0,-0.6614,-1.1556,-2.5032,True,False,-7.37,-1.55,100.3,0.99,0.21,812.5,OHLC,—,LH/LL,自然反彈,True,265,2,LULU,SubSector_R12+Combined_R22
TMUS,2026-09-21,165.27,5.43,False,178.47,-0.705,-0.38,False,79.0,-0.56,79.5,True,3.29,2.65,6.2,-1.0,D 趨勢弱,True,8:09,244.3,跌,86.0,9,False,6.0,-1.8251,-1.5255,-1.8251,False,False,-7.99,-2.43,177.21,-7.22,-2.2,772.0,OHLC,↓,LH/LL,DT,False,265,2,TMUS,SubSector_R12
LAMR,2026-09-21,146.08,2.5,False,151.05,-0.487,-1.2,True,93.5,0.11,93.4,True,1.71,1.2,50.2,1.6,C 基底修復,False,5:16,157.9,跌,38.0,5,False,6.0,-0.1527,-0.1259,-1.0164,False,False,-3.4,-1.99,152.61,-4.47,-2.61,69.5,OHLC,—,LH/LL,DT,True,265,2,LAMR,SubSector_R12
PD,2026-09-21,14.46,0.56,True,13.27,0.063,0.81,True,71.6,1.13,70.5,False,3.89,3.43,47.2,1.7,E 延伸,False,4:12,126.0,跌,20.0,2,False,6.0,-0.0464,-0.042,-0.2564,False,False,8.21,2.11,14.0,3.18,0.82,24.8,OHLC,↑,HH/HL,自然反彈,False,265,2,PD,10MA_R20
ACI,2026-09-21,12.12,0.39,True,12.31,0.005,0.39,False,73.3,-0.04,73.4,False,3.25,3.75,13.8,0.7,D 趨勢弱,False,12:04,1.9,升,51.0,6,False,6.0,0.0257,0.0533,,False,True,-1.6,-0.49,12.69,-4.7,-1.45,93.6,OHLC,—,LH/LL,自然回檔,False,265,2,ACI,SubSector_R12
HIW,2026-09-21,31.08,0.67,False,30.97,-0.019,-0.51,False,90.5,-0.06,90.5,True,2.17,1.47,53.0,4.4,C 基底修復,False,11:45,352.3,升,46.0,4,False,7.0,0.0387,0.0025,,False,True,0.35,0.16,31.09,-0.03,-0.01,34.1,OHLC,—,LH/LL,自然反彈,True,265,2,HIW,SubSector_R12
TPR,2026-09-21,113.07,3.9,False,127.15,-1.129,-1.27,True,76.2,0.04,76.2,True,3.45,3.01,2.1,-0.7,D 趨勢弱,False,10:47,323.7,升,30.0,4,False,7.0,0.1945,0.2568,,False,False,-12.45,-3.61,118.49,-4.79,-1.39,397.8,OHLC,↓,LH/LL,DT,False,265,2,TPR,Combined_R22
LCID,2026-09-21,4.3,0.37,False,4.95,-0.071,-1.57,True,37.2,1.59,35.6,False,8.5,7.25,10.0,0.0,D 趨勢弱,True,9:46,293.0,升,13.0,2,False,7.0,0.0322,0.0086,,False,False,-15.05,-1.77,4.28,0.47,0.05,55.1,OHLC,—,LH/LL,自然反彈,True,265,2,LCID,SubSector_R12
CSX,2026-09-21,45.99,1.01,False,49.47,-0.196,-0.71,False,90.8,-0.63,91.4,True,2.2,1.35,39.9,-14.9,C 基底修復,True,8:49,264.6,跌,121.0,15,False,7.0,-0.3238,-0.2457,-0.3262,False,False,-7.56,-3.43,49.65,-7.96,-3.61,475.2,OHLC,↓,LH/LL,DT,False,265,2,CSX,SubSector_R12+Combined_R22
UFPT,2026-09-21,281.69,8.8,False,299.51,-1.395,-0.91,True,74.1,0.25,73.8,False,3.12,3.74,56.5,6.9,C 基底修復,True,8:49,264.6,跌,251.0,22,False,7.0,-1.7268,-2.4798,-5.097,True,False,-6.33,-2.02,284.84,-1.12,-0.36,33.2,OHLC,—,LH/LL,自然反彈,True,265,2,UFPT,Combined_R22
UNP,2026-09-21,269.63,5.92,False,293.52,-1.747,-0.65,False,90.8,-1.08,91.9,True,2.2,1.37,41.0,-7.3,D 趨勢弱,True,8:45,262.3,跌,96.0,15,False,7.0,-2.154,-1.6871,-2.7173,False,False,-8.86,-4.03,314.15,-16.51,-7.52,660.0,OHLC,↓,LH/LL,DT,False,265,2,UNP,SubSector_R12+Combined_R22
CRGY,2026-09-21,13.26,0.53,True,13.69,0.082,1.21,False,74.4,-1.86,76.3,False,3.97,2.81,53.8,-5.5,B 上升結構,False,5:11,155.5,跌,36.0,4,False,7.0,-0.1764,-0.1045,-0.1764,False,True,-3.27,-0.82,15.47,-16.67,-4.19,85.2,OHLC,↓,LH/LL,DT,False,265,2,CRGY,10MA_R20_跌出
DKNG,2026-09-21,21.97,1.11,True,24.36,0.009,0.23,True,66.2,1.37,64.8,False,5.06,3.32,2.8,-8.2,D 趨勢弱,False,4:16,128.2,跌,21.0,3,False,7.0,-0.2614,-0.2163,-0.3591,False,False,-10.89,-2.15,24.21,-10.2,-2.02,229.5,OHLC,↓,LH/LL,DT,False,265,2,DKNG,SubSector_R12
FTNT,2026-09-21,175.23,7.19,True,162.6,0.285,0.23,True,73.6,0.43,73.2,False,4.1,2.85,65.0,-2.9,E 延伸,False,12:39,19.4,升,61.0,6,False,7.0,1.4746,1.3155,,False,False,7.21,1.76,166.0,5.27,1.28,816.4,OHLC,↑,HH/HL,UT,False,265,2,FTNT,AI_R13+SubSector_R12+Combined_R22
S,2026-09-21,23.8,1.21,True,21.68,0.059,0.37,True,63.0,0.81,62.2,False,5.07,3.95,59.0,-4.4,E 延伸,False,11:16,337.9,升,38.0,5,False,8.0,0.2938,0.2464,,False,False,8.9,1.76,22.71,4.58,0.9,229.3,OHLC,—,LH/LL,UT,False,265,2,S,SubSector_R12
TRV,2026-09-21,371.13,6.73,False,370.73,-0.287,-0.08,False,90.9,-0.01,90.9,True,1.81,1.73,72.6,0.6,A 待突破,False,11:14,336.8,升,37.0,6,False,8.0,0.1636,0.6369,,False,True,0.11,0.06,373.82,-0.72,-0.4,548.6,OHLC,↑,HH/HL,自然回檔,False,265,2,TRV,SubSector_R12+RateHike_R2_受惠
OXY,2026-09-21,57.25,1.6,True,59.93,0.042,0.58,False,83.9,-0.71,84.7,True,2.8,2.19,37.0,-16.7,C 基底修復,False,5:28,163.8,跌,41.0,4,False,8.0,-0.518,-0.3544,-0.518,False,False,-4.68,-1.67,58.41,-2.03,-0.72,457.6,OHLC,—,HH/HL,DT,False,265,2,OXY,SubSector_R12+Combined_R22
CHRD,2026-09-21,139.43,4.97,True,145.37,0.37,0.58,False,77.9,-1.09,79.0,True,3.57,2.58,41.5,-17.3,C 基底修復,False,5:19,159.4,跌,39.0,4,False,8.0,-1.4356,-0.9033,-1.4356,False,False,-4.26,-1.19,,,,98.9,OHLC,—,HH/HL,DT,False,265,2,CHRD,Combined_R22
TALO,2026-09-21,16.42,0.67,True,16.99,0.058,1.05,False,72.9,-1.17,74.1,False,4.1,2.98,54.7,-11.1,B 上升結構,False,5:08,154.0,跌,36.0,4,False,8.0,-0.167,-0.1047,-0.167,False,True,-3.46,-0.84,18.73,-14.04,-3.42,33.1,OHLC,↓,LH/LL,DT,False,265,2,TALO,10MA_R20_跌出
EOG,2026-09-21,141.38,3.87,True,146.28,0.263,0.39,False,84.4,-0.32,84.7,True,2.73,2.16,40.4,-5.2,C 基底修復,False,5:07,153.5,跌,35.0,4,False,8.0,-0.7503,-0.4605,-1.1968,False,False,-3.46,-1.27,154.16,-9.04,-3.31,473.0,OHLC,↓,LH/LL,DT,False,265,2,EOG,SubSector_R12+Combined_R22
SYY,2026-09-21,78.43,1.71,False,81.59,-0.188,-0.87,True,91.3,0.22,91.1,True,2.18,1.27,21.0,-1.8,D 趨勢弱,False,4:46,142.9,跌,29.0,5,False,8.0,-0.3325,-0.2978,-0.4065,False,False,-4.03,-1.85,83.54,-6.52,-2.99,297.5,OHLC,↓,LH/LL,DT,False,265,2,SYY,SubSector_R12
MATX,2026-09-21,234.72,6.13,True,224.6,0.808,0.99,False,86.2,-0.29,86.5,True,2.61,1.92,70.7,-5.6,E 延伸,False,12:39,19.7,升,61.0,8,False,8.0,0.3719,0.5389,,False,False,4.31,1.65,220.03,6.26,2.4,69.3,OHLC,↑,HH/HL,自然回檔,False,265,2,MATX,Combined_R22
INSP,2026-09-21,75.72,3.36,True,66.58,0.698,1.2,True,66.7,0.15,66.5,False,4.44,3.84,33.2,0.1,E 延伸,False,12:01,0.7,升,50.0,8,False,8.0,0.7723,0.8642,,False,False,12.07,2.72,72.74,3.94,0.89,57.9,OHLC,↑,HH/HL,UT,False,265,2,INSP,10MA_R20
DDOG,2026-09-21,245.05,12.42,False,233.61,-0.207,-0.45,True,60.4,0.28,60.2,False,5.07,4.48,73.6,10.1,B 上升結構,False,12:00,0.0,升,50.0,6,False,8.0,3.0791,2.2407,,False,True,4.67,0.92,214.76,12.36,2.44,900.9,OHLC,—,LH/LL,UT,False,265,2,DDOG,SubSector_R12+Combined_R22
HPE,2026-09-21,61.75,3.62,True,55.49,0.254,0.32,True,57.7,0.65,57.0,False,5.87,4.28,64.7,0.3,E 延伸,False,11:48,353.8,升,47.0,9,False,9.0,0.5258,0.4373,,False,False,10.13,1.73,55.41,10.27,1.75,1672.2,OHLC,↑,HH/HL,UT,False,265,2,HPE,AI_R13+Combined_R22
NTSK,2026-09-21,18.4,1.03,True,15.58,0.139,0.78,True,57.6,1.36,56.2,False,5.59,4.57,40.0,0.0,E 延伸,False,11:25,342.7,升,40.0,6,False,9.0,0.3178,0.2772,,False,False,15.35,2.75,14.99,18.53,3.32,133.6,OHLC,↑,HH/HL,UT,False,253,2,NTSK,10MA_R20
TSN,2026-09-21,52.02,1.34,False,54.54,-0.205,-0.87,False,87.3,-0.12,87.4,True,2.58,1.73,4.5,-1.7,D 趨勢弱,True,9:51,295.5,升,14.0,2,False,9.0,0.0159,0.0034,,False,False,-4.84,-1.88,53.16,-2.19,-0.85,195.2,OHLC,—,LH/LL,自然回檔,True,265,2,TSN,SubSector_R12
NET,2026-09-21,351.67,18.4,True,306.02,1.214,0.33,True,63.4,0.15,63.2,False,5.23,3.71,60.7,-10.9,E 延伸,False,1:08,33.9,升,69.0,8,False,9.0,4.2916,3.1572,,False,False,12.98,2.48,323.6,7.98,1.53,1115.1,OHLC,↑,HH/HL,UT,False,265,2,NET,AI_R13+Combined_R22
MRVL,2026-09-21,257.38,14.68,True,228.74,1.201,0.31,True,53.1,0.82,52.3,False,5.7,5.48,76.3,2.9,C 基底修復,False,10:47,323.3,升,30.0,4,False,10.0,2.8736,1.6905,,False,False,11.13,1.95,218.82,14.98,2.63,5668.7,OHLC,↑,HH/HL,UT,False,265,2,MRVL,AI_R13+SubSector_R12+Combined_R22
LPTH,2026-09-21,10.2,0.91,False,11.44,-0.063,-0.4,True,36.2,1.63,34.5,False,8.88,7.24,11.1,1.3,D 趨勢弱,True,9:52,296.2,升,15.0,1,False,10.0,0.0398,-0.0229,,False,False,-12.13,-1.37,10.11,0.88,0.1,38.0,OHLC,—,LH/LL,自然反彈,True,265,2,LPTH,AI_R13
GOLD,2026-09-21,43.8,2.42,True,45.12,0.012,0.2,False,63.3,-1.02,64.4,False,5.52,3.42,32.8,-14.9,D 趨勢弱,False,4:09,124.5,跌,19.0,2,False,10.0,-0.3072,-0.1107,-0.4638,False,True,-3.0,-0.54,45.88,-4.75,-0.86,33.8,OHLC,—,HH/HL,DT,False,265,2,GOLD,SubSector_R12
COHR,2026-09-21,321.52,22.52,False,305.67,-2.971,-0.25,True,44.4,0.9,43.5,False,7.0,6.45,49.7,2.1,C 基底修復,False,2:49,84.6,升,127.0,10,False,10.0,4.7926,3.4913,,False,True,4.93,0.7,266.5,17.11,2.44,1994.1,OHLC,↑,HH/HL,UT,False,265,2,COHR,AI_R13+SubSector_R12+Combined_R22
OBIO,2026-09-21,6.25,0.38,True,5.43,0.038,0.65,True,57.0,0.43,56.5,False,6.03,4.27,51.9,-4.3,E 延伸,False,12:52,26.1,升,65.0,8,False,10.0,0.042,0.0361,,False,False,13.04,2.16,5.9,5.6,0.93,2.3,OHLC,↑,HH/HL,UT,False,184,2,OBIO,10MA_R20
ADI,2026-09-21,383.0,11.57,False,371.01,-0.162,-0.09,True,82.4,0.09,82.3,True,3.02,2.26,58.3,-1.1,C 基底修復,False,11:53,356.5,升,48.0,7,False,11.0,2.3293,1.3683,,False,False,3.13,1.04,361.02,5.74,1.9,1360.9,OHLC,—,HH/HL,自然反彈,False,265,2,ADI,SubSector_R12
SYRE,2026-09-21,92.03,4.47,False,94.59,-0.271,-0.38,True,66.4,0.56,65.9,False,4.86,3.47,46.1,1.4,D 趨勢弱,False,10:43,321.4,升,29.0,3,False,11.0,0.3625,0.2257,,False,True,-2.78,-0.57,90.79,1.35,0.28,125.1,OHLC,—,LH/LL,自然回檔,True,265,2,SYRE,Combined_R22
RGTI,2026-09-21,16.53,0.98,False,16.47,-0.059,-0.2,True,54.3,1.64,52.6,False,5.92,4.99,24.3,6.2,D 趨勢弱,False,10:29,314.5,升,25.0,3,False,11.0,0.134,0.0604,,False,True,0.37,0.06,15.81,4.36,0.74,268.3,OHLC,—,LH/LL,UT,False,265,2,RGTI,SubSector_R12
QBTS,2026-09-21,17.7,1.1,False,18.21,-0.096,-0.6,True,50.9,1.39,49.5,False,6.19,5.53,16.7,6.8,D 趨勢弱,False,10:04,301.8,升,18.0,3,False,11.0,0.1488,0.0915,,False,True,-2.86,-0.46,17.67,0.17,0.03,286.3,OHLC,—,LH/LL,自然反彈,True,265,2,QBTS,SubSector_R12
KTOS,2026-09-21,48.59,2.45,False,53.34,-0.434,-0.63,True,64.4,1.09,63.3,False,5.05,3.68,1.5,1.5,D 趨勢弱,True,9:31,285.7,升,9.0,1,False,11.0,0.0286,-0.1281,,False,False,-9.79,-1.94,49.45,-1.77,-0.35,164.1,OHLC,—,LH/LL,自然反彈,True,265,2,KTOS,SubSector_R12
CLS,2026-09-21,344.4,19.53,True,319.19,0.891,-0.06,True,54.4,1.18,53.3,False,5.67,5.2,45.2,-1.2,C 基底修復,False,2:49,84.6,升,154.0,11,False,11.0,3.7963,3.1568,,False,False,7.32,1.29,316.08,8.22,1.45,726.7,OHLC,—,HH/HL,UT,True,265,2,CLS,Combined_R22
FLEX,2026-09-21,111.61,5.53,False,113.11,-0.419,-0.48,True,61.7,1.52,60.2,False,4.96,4.32,63.0,12.8,D 趨勢弱,False,2:49,84.6,升,103.0,10,False,11.0,0.5751,0.3799,,False,True,-1.34,-0.27,108.01,3.23,0.65,361.6,OHLC,—,HH/HL,次級反彈,True,265,2,FLEX,SubSector_R12
DAL,2026-09-21,82.5,2.3,False,81.5,-0.191,-1.08,False,85.6,-0.15,85.7,True,2.79,1.88,51.0,6.3,C 基底修復,False,11:55,357.3,升,48.0,6,False,12.0,0.5078,0.2709,,False,True,1.21,0.43,77.87,5.61,2.01,537.9,OHLC,—,HH/HL,自然反彈,False,265,2,DAL,SubSector_R12
UAL,2026-09-21,114.39,3.91,False,112.81,-0.34,-0.97,False,79.9,-0.15,80.1,True,3.42,2.33,44.3,24.1,C 基底修復,False,11:53,356.4,升,48.0,6,False,12.0,0.7923,0.3154,,False,True,1.38,0.4,104.59,8.57,2.5,413.5,OHLC,↑,HH/HL,UT,False,265,2,UAL,SubSector_R12
AAL,2026-09-21,13.57,0.46,False,13.56,-0.051,-1.19,False,78.0,-0.12,78.2,True,3.39,2.72,41.4,13.5,C 基底修復,False,11:38,348.8,升,44.0,6,False,12.0,0.1039,0.053,,False,True,0.09,0.03,12.55,7.52,2.22,936.8,OHLC,—,HH/HL,自然反彈,False,265,2,AAL,SubSector_R12
VSAT,2026-09-21,76.38,4.11,False,75.22,-0.151,-0.54,True,55.5,0.9,54.6,False,5.38,5.24,67.9,-12.1,B 上升結構,False,11:19,339.7,升,39.0,3,False,12.0,0.5413,0.3749,,False,True,1.52,0.28,71.48,6.42,1.19,131.8,OHLC,—,LH/LL,UT,False,265,2,VSAT,Combined_R22
CGNX,2026-09-21,61.99,2.28,False,61.85,-0.252,-0.79,True,74.0,0.81,73.1,False,3.68,3.2,56.2,-1.8,C 基底修復,False,11:15,337.5,升,38.0,3,False,12.0,0.1515,0.0791,,False,True,0.23,0.06,58.58,5.5,1.5,89.2,OHLC,—,HH/HL,自然反彈,False,265,2,CGNX,Combined_R22
IESC,2026-09-21,321.69,19.76,False,339.29,-1.811,-0.58,True,50.0,0.62,49.4,False,6.14,5.79,59.3,1.8,C 基底修復,False,11:12,336.2,升,37.0,4,False,12.0,0.5479,0.4019,,False,True,-5.47,-0.89,308.99,3.95,0.64,92.7,OHLC,—,HH/HL,自然回檔,True,265,2,IESC,10MA_R20
RKLB,2026-09-21,69.89,4.01,False,69.85,-0.559,-0.46,True,55.4,1.02,54.3,False,5.74,4.92,31.4,22.8,D 趨勢弱,False,10:54,326.8,升,32.0,5,False,12.0,0.9591,0.6116,,False,True,0.05,0.01,64.57,7.61,1.33,1289.3,OHLC,↑,HH/HL,UT,False,265,2,RKLB,SubSector_R12+RateHike_R2_受惠
CBRS,2026-09-21,208.49,14.23,False,207.87,-0.26,-0.18,True,42.5,1.4,41.1,False,6.83,7.17,34.4,17.4,D 趨勢弱,False,10:51,325.4,升,31.0,4,False,12.0,2.2167,1.2137,,False,True,0.3,0.04,184.24,11.63,1.7,1288.6,OHLC,—,LH/LL,UT,False,89,2,CBRS,Combined_R22
APLD,2026-09-21,28.19,1.83,False,27.45,-0.015,-0.37,True,49.5,0.8,48.7,False,6.48,5.6,44.3,-0.6,D 趨勢弱,False,10:34,317.0,升,26.0,3,False,12.0,0.3745,0.2446,,False,True,2.61,0.4,26.42,6.28,0.97,444.1,OHLC,—,LH/LL,UT,False,265,2,APLD,AI_R13+Combined_R22
ASTS,2026-09-21,61.89,4.22,False,64.1,-0.427,-0.37,True,46.5,1.48,45.0,False,6.82,6.04,30.1,7.8,D 趨勢弱,False,10:31,315.5,升,25.0,3,False,12.0,0.2237,0.0681,,False,True,-3.58,-0.52,61.44,0.73,0.11,611.1,OHLC,—,LH/LL,自然反彈,True,265,2,ASTS,SubSector_R12+RateHike_R2_受惠
ONDS,2026-09-21,7.38,0.44,False,8.24,-0.045,-0.53,True,54.2,0.45,53.7,False,5.93,4.99,19.2,2.1,D 趨勢弱,True,9:35,287.3,升,10.0,1,False,12.0,0.0,-0.016,,False,False,-11.59,-1.95,7.63,-3.39,-0.57,442.0,OHLC,—,LH/LL,自然反彈,True,265,2,ONDS,SubSector_R12
ZION,2026-09-21,64.98,1.49,False,68.24,-0.188,-0.84,True,90.1,0.17,89.9,True,2.29,1.43,43.9,-0.4,C 基底修復,False,4:51,145.4,跌,31.0,4,False,12.0,-0.3216,-0.2776,-0.5233,False,False,-5.02,-2.2,64.14,1.29,0.57,96.1,OHLC,—,HH/HL,DT,False,265,2,ZION,SubSector_R12+RateHike_R2_迴避
JBHT,2026-09-21,236.17,9.02,False,259.8,-1.023,-1.13,True,75.7,0.74,75.0,True,3.82,2.73,24.6,0.7,D 趨勢弱,False,4:48,143.8,跌,30.0,4,False,12.0,-3.5232,-3.2929,-3.5232,False,False,-10.01,-2.62,265.47,-12.41,-3.25,268.2,OHLC,↓,LH/LL,DT,False,265,2,JBHT,SubSector_R12
OSCR,2026-09-21,31.29,1.87,True,31.34,0.27,0.5,False,59.9,-0.7,60.5,False,5.97,3.7,71.0,-3.6,B 上升結構,False,4:05,122.4,跌,18.0,2,False,12.0,-0.1045,-0.0214,-0.5223,False,True,-0.18,-0.03,31.76,-1.5,-0.25,162.5,OHLC,—,HH/HL,DT,True,265,2,OSCR,SubSector_R12
NWBI,2026-09-21,15.3,0.25,False,15.45,-0.006,-0.33,False,94.7,-0.03,94.7,True,1.62,0.98,59.3,-0.2,C 基底修復,False,3:38,108.9,跌,11.0,1,False,12.0,-0.0106,0.0003,-0.0804,False,True,-0.99,-0.61,15.23,0.46,0.28,16.2,OHLC,—,HH/HL,自然回檔,True,265,2,NWBI,Combined_R22
