ticker,name,n_hit,hits,detail,avoid,comb_grade,comb_up,comb_sure,ss_rank,ss_score,ss_name,ai_group,ai_rank,ai_tf5,mp_rank,mp_win,mp_score,mp_flag,rh,catalyst,score,miss,close,volidx,volidx_slope,grav_slope,clock,c5_cat,dist_grav_pct,turnover20_m,bars,hist_ok,vcp,vcp_grade,struct,lists
BIIB,,1,chat3 SubSector R12,#19 大型生物科技（5 日分 84，斜率 +0.44）,,,,,19.0,83.6,大型生物科技,,,,,,,,,,3,④⑤⑥,226.36,84.6,0.16,0.717,11:15,已中斷,3.64,200.3,268,True,72.3,A 待突破,HH/HL,SubSector_R12
ANGO,AngioDynamics,1,chat2 Combined R22,VCP A、Weinstein 2A（線上 2/3）,,A/2A/—,85.3,25.9,,,,,,,,,,,,,3,①②⑤,15.28,81.8,-0.62,-0.015,8:49,已中斷,-1.74,6.6,268,True,64.0,A 待突破,LH/LL,Combined_R22
HCA,,1,chat3 加息 R2,加息／地緣政治 3 日清單：受惠,,,,,,,,,,,,,,,受惠,,3,②④⑤,423.48,81.8,-1.18,0.43,2:39,已中斷,0.65,651.3,268,True,25.7,D 趨勢弱,HH/HL,SubSector_R12+RateHike_R2_受惠
TIGO,Millicom International Cellular S.A. Com,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,70.4,31.5,,,,,,,,,,,,,3,①④⑤,91.0,79.9,0.13,-0.129,5:26,—,-2.81,72.6,268,True,59.7,C 基底修復,HH/HL,Combined_R22
APH,,1,chat3 SubSector R12,#3 電子硬件與EMS/連接器（5 日分 98，斜率 +0.04）,,,,,3.0,98.2,電子硬件與EMS/連接器,,,,,,,,,,3,①④⑤,83.08,78.5,0.4,-0.08,10:16,已中斷,3.25,970.7,268,True,61.0,A 待突破,HH/HL,AI_R13+SubSector_R12
TECK,,1,chat3 SubSector R12,#25 銅與基本金屬（5 日分 78，斜率 +0.44）,,,,,25.0,78.2,銅與基本金屬,,,,,,,,,,3,①②⑤,66.51,76.3,-0.16,-0.066,8:49,第 6 根,-1.62,193.6,268,True,71.9,B 上升結構,LH/LL,SubSector_R12
META,,1,chat3 SubSector R12,#8 大型網絡平台與數位廣告（5 日分 94，斜率 +0.02）,,,,,8.0,93.6,大型網絡平台與數位廣告,,,,,,,,,,3,④⑤⑥,777.59,75.4,0.07,8.881,2:49,—,17.71,14997.4,268,True,46.4,E 延伸,HH/HL,AI_R13+SubSector_R12+Combined_R22
AMRX,Amneal Pharmaceuticals Inc. Class A Comm,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,82.5,28.7,,,,,,,,,,,,⚠ 9/16 +8.6%,3,④⑤⑥,19.8,75.3,0.76,0.073,12:16,已中斷,8.02,45.4,268,True,68.4,E 延伸,LH/LL,Combined_R22
TSLA,,1,chat3 AI Sector R13,G4 機器人 / 物理 AI Physical AI #9（群組 5 日分 75，個股強度 +0.024）,,,,,,,,G4 機器人 / 物理 AI Physical AI,9.0,0.0238,,,,,,,3,④⑤⑥,377.94,75.1,0.46,1.217,12:47,—,5.0,14182.8,268,True,28.4,C 基底修復,HH/HL,AI_R13+SubSector_R12+Combined_R22
AEM,,1,chat3 SubSector R12,#28 黃金與貴金屬礦（5 日分 75，斜率 +0.24）,,,,,28.0,75.5,黃金與貴金屬礦,,,,,,,,,,3,③⑤⑥,193.88,74.2,0.26,0.504,8:49,已中斷,-4.57,438.0,268,True,39.8,D 趨勢弱,LH/LL,SubSector_R12
CXW,CoreCivic Inc. Common Stock,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,72.5,34.3,,,,,,,,,,,,,3,①②③,34.36,72.4,-0.33,-0.003,6:33,第 1 根,1.78,68.0,268,True,70.5,B 上升結構,HH/HL,Combined_R22
AMN,AMN Healthcare Services Inc,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,78.7,27.7,,,,,,,,,,,,,3,③④⑤,34.56,71.7,0.31,0.101,1:29,已中斷,1.18,20.0,268,True,73.5,A 待突破,HH/HL,Combined_R22
VIR,Vir Biotechnology Inc.,1,chat1 動能回調 R21,總表 #19（動能 1月/2月，爆發潛力 66.2）,,,,,,,,,,,19.0,1月/2月,66.2,,,,3,②③⑤,10.72,67.0,-1.9,0.03,7:24,已中斷,0.46,25.0,268,True,69.1,A 待突破,HH/HL,MP_R21
HBM,,1,chat3 SubSector R12,#25 銅與基本金屬（5 日分 78，斜率 +0.44）,,,,,25.0,78.2,銅與基本金屬,,,,,,,,,,3,①③⑤,26.48,64.4,0.5,-0.059,8:49,第 6 根,-4.48,106.3,268,True,62.0,B 上升結構,LH/LL,SubSector_R12
DHX,DHI Group Inc.,1,chat1 動能回調 R21,總表 #13（動能 1月/6月，爆發潛力 74.4）,,,,,,,,,,,13.0,1月/6月,74.4,,,,3,③④⑤,4.73,62.1,1.83,0.025,4:16,—,5.21,1.4,268,True,65.7,B 上升結構,HH/HL,MP_R21
SGP,SpyGlass Pharma Inc.,1,chat1 動能回調 R21,總表 #21（動能 2月/3月，爆發潛力 65.4）,,,,,,,,,,,21.0,2月/3月,65.4,,,,3,②③⑤,27.65,60.9,-0.48,0.049,8:49,已中斷,-0.75,4.1,159,False,53.9,B 上升結構,LH/LL,MP_R21
SABR,Sabre Corporation,1,chat1 動能回調 R21,總表 #18（動能 2月，爆發潛力 66.4）,,,,,,,,,,,18.0,2月,66.4,,,,3,③④⑤,2.25,58.1,0.34,0.004,3:35,已中斷,2.28,12.8,268,True,69.5,B 上升結構,HH/HL,MP_R21
PARR,Par Pacific,1,chat2 Combined R22,VCP B（線上 3/3）,,B/2B/B,70.8,34.7,,,,,,,,,,,,,3,③④⑤,76.77,58.1,0.21,0.049,4:22,—,-4.94,80.4,268,True,54.2,C 基底修復,HH/HL,Combined_R22
NUTX,Nutex Health Inc.,1,chat1 動能回調 R21,總表 #2（動能 1月/2月/3月/6月，爆發潛力 83.7）,,,,,,,,,,,2.0,1月/2月/3月/6月,83.7,,,,3,③④⑤,204.59,58.0,0.85,1.164,4:26,已中斷,3.97,30.8,268,True,67.5,B 上升結構,HH/HL,MP_R21
AMWL,American Well Corporation Class A,1,chat1 動能回調 R21,總表 #10（動能 1月/3月/6月，爆發潛力 77.1）,,,,,,,,,,,10.0,1月/3月/6月,77.1,,,,3,③④⑤,13.47,56.5,0.74,0.024,3:48,—,5.06,1.4,268,True,73.3,E 延伸,HH/HL,MP_R21
SIMO,,1,chat3 AI Sector R13,C3 記憶體介面/控制晶片 Memory Interface #5（群組 5 日分 88，個股強度 +0.293）,,,,,,,,C3 記憶體介面/控制晶片 Memory Interface,5.0,0.293,,,,,,,3,③④⑤,275.1,45.6,0.33,1.522,11:21,已中斷,6.65,202.5,268,True,65.2,C 基底修復,HH/HL,AI_R13
AMD,"Advanced Micro Devices, Inc.",3,chat2 Combined R22 ｜ chat3 SubSector R12 ｜ chat3 AI Sector R13,VCP B（線上 2/3） ｜ #14 AI加速晶片/GPU（5 日分 88，斜率 +0.49） ｜ A1 GPU / Accelerator 加速器 #4（群組 5 日分 91，個股強度 +0.448）,,B/2B/—,70.3,26.1,14.0,88.2,AI加速晶片/GPU,A1 GPU / Accelerator 加速器,4.0,0.4479,,,,,,,2,③④⑤⑥,629.26,66.1,0.57,5.224,2:49,—,17.98,11512.9,268,True,65.0,E 延伸,HH/HL,AI_R13+SubSector_R12+Combined_R22
TMO,,2,chat3 SubSector R12 ｜ chat3 加息 R2,#1 診斷與生命科學工具（5 日分 100，斜率 +0.24） ｜ 加息／地緣政治 3 日清單：受惠,,,,,1.0,100.0,診斷與生命科學工具,,,,,,,,受惠,,2,②④⑤⑥,678.39,88.0,-0.37,2.275,11:55,已中斷,7.35,1359.2,268,True,64.1,B 上升結構,HH/HL,SubSector_R12+RateHike_R2_受惠
LLY,Eli Lilly,2,chat2 Combined R22 ｜ chat3 SubSector R12,Weinstein 2A（線上 1/3） ｜ #18 大型藥廠（5 日分 85，斜率 +0.31）,,C/2A/—,69.8,10.0,18.0,84.5,大型藥廠,,,,,,,,,,2,①②④⑤,1181.89,85.9,-0.16,-0.983,11:08,已中斷,0.14,2747.0,268,True,72.8,A 待突破,HH/HL,SubSector_R12+Combined_R22
DHR,,2,chat3 SubSector R12 ｜ chat3 加息 R2,#1 診斷與生命科學工具（5 日分 100，斜率 +0.24） ｜ 加息／地緣政治 3 日清單：受惠,,,,,1.0,100.0,診斷與生命科學工具,,,,,,,,受惠,,2,②④⑤⑥,223.77,83.9,-0.17,0.857,11:08,已中斷,5.57,830.6,268,True,57.6,A 待突破,LH/LL,SubSector_R12+RateHike_R2_受惠
FTNT,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#5 網絡安全（5 日分 96，斜率 +0.18） ｜ D8 安全 / 防火牆 Security / Firewall #7（群組 5 日分 81，個股強度 +0.276）,,,,,5.0,96.4,網絡安全,D8 安全 / 防火牆 Security / Firewall,7.0,0.2764,,,,,,,2,③④⑤⑥,178.67,74.8,0.55,0.482,2:28,已中斷,8.33,792.5,268,True,65.0,E 延伸,HH/HL,AI_R13+SubSector_R12+Combined_R22
CRWD,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#5 網絡安全（5 日分 96，斜率 +0.18） ｜ D8 安全 / 防火牆 Security / Firewall #7（群組 5 日分 81，個股強度 +0.530）,,,,,5.0,96.4,網絡安全,D8 安全 / 防火牆 Security / Firewall,7.0,0.5296,,,,,,,2,③④⑤⑥,259.67,61.2,0.81,0.956,1:51,—,14.33,3011.5,268,True,64.4,E 延伸,HH/HL,AI_R13+SubSector_R12+Combined_R22
INTC,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#9 晶圓代工/IDM（5 日分 93，斜率 +0.44） ｜ A1 GPU / Accelerator 加速器 #4（群組 5 日分 91，個股強度 +0.326）,,,,,9.0,92.7,晶圓代工/IDM,A1 GPU / Accelerator 加速器,4.0,0.3257,,,,,,,2,③④⑤⑥,127.39,59.5,0.64,0.894,2:49,—,20.14,11134.5,268,True,59.2,E 延伸,HH/HL,AI_R13+SubSector_R12+Combined_R22
SMCI,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#10 AI資料中心建設（5 日分 92，斜率 +0.00） ｜ E1 Server ODM/OEM 伺服器整合 #1（群組 5 日分 100，個股強度 +0.277）,,,,,10.0,91.8,AI資料中心建設,E1 Server ODM/OEM 伺服器整合,1.0,0.2769,,,,,,,2,③④⑤⑥,41.51,53.8,0.05,0.301,10:51,已中斷,7.02,1466.3,268,True,57.1,C 基底修復,HH/HL,AI_R13+SubSector_R12+Combined_R22
POET,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#22 光通訊/CPO（5 日分 81，斜率 +0.30） ｜ D2 矽光 / 光子 Silicon Photonics #10（群組 5 日分 72，個股強度 +0.007）,,,,,22.0,80.9,光通訊/CPO,D2 矽光 / 光子 Silicon Photonics,10.0,0.007,,,,,,,2,①③④⑤,7.75,49.2,0.81,-0.038,12:02,已中斷,-5.18,65.4,268,True,34.2,D 趨勢弱,HH/HL,AI_R13+SubSector_R12
ASTS,,2,chat3 SubSector R12 ｜ chat3 加息 R2,#7 太空與衛星（5 日分 95，斜率 +0.62） ｜ 加息／地緣政治 3 日清單：受惠,,,,,7.0,94.5,太空與衛星,,,,,,,,受惠,,2,①③④⑤,61.06,48.3,0.19,-0.482,12:02,—,-3.04,599.7,268,True,24.6,D 趨勢弱,HH/HL,SubSector_R12+RateHike_R2_受惠
CRDO,,2,chat3 SubSector R12 ｜ chat3 AI Sector R13,#22 光通訊/CPO（5 日分 81，斜率 +0.30） ｜ D3 高速互連 / SerDes / AEC #2（群組 5 日分 97，個股強度 +0.352）,,,,,22.0,80.9,光通訊/CPO,D3 高速互連 / SerDes / AEC,2.0,0.3521,,,,,,,2,①③④⑤,195.97,46.0,1.3,-1.687,11:32,已中斷,3.2,1650.5,268,True,33.6,D 趨勢弱,LH/LL,AI_R13+SubSector_R12+Combined_R22
GSAT,Globalstar Inc. Common Stock,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,65.7,17.1,,,,,,,,,,,,⚠ 被收購，價格封頂,2,①②④⑤,82.46,97.8,-0.01,-0.038,12:36,已中斷,0.28,49.1,268,True,87.6,A 待突破,HH/HL,Combined_R22
PLD,,1,chat3 SubSector R12,#11 工業與物流REIT（5 日分 91，斜率 +0.10）,,,,,11.0,90.9,工業與物流REIT,,,,,,,,,,2,①④⑤⑥,133.82,93.4,0.38,-0.181,4:01,已中斷,-3.11,448.6,268,True,34.1,C 基底修復,LH/LL,SubSector_R12
WST,West Pharmaceutical Services Inc. Common,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,87.3,26.3,,,,,,,,,,,,,2,②④⑤⑥,373.6,89.6,-0.39,0.997,1:14,已中斷,5.23,215.6,268,True,67.3,B 上升結構,HH/HL,Combined_R22
BLFS,BioLife Solutions,1,chat2 Combined R22,VCP A、Pre-breakout A（線上 3/3）,,A/2B/A,90.7,27.6,,,,,,,,,,,,,2,②④⑤⑥,38.58,85.8,-0.06,0.112,10:23,已中斷,5.72,33.9,268,True,86.9,A 待突破,HH/HL,Combined_R22
A,,1,chat3 SubSector R12,#1 診斷與生命科學工具（5 日分 100，斜率 +0.24）,,,,,1.0,100.0,診斷與生命科學工具,,,,,,,,,,2,②④⑤⑥,172.84,85.6,-1.19,0.771,11:46,已中斷,10.4,404.4,268,True,62.0,E 延伸,HH/HL,SubSector_R12
BFH,Bread Financial Holdings Inc. Common Sto,1,chat2 Combined R22,Pre-breakout A（線上 1/3）,,—/—/A,85.5,29.4,,,,,,,,,,,,,2,①④⑤⑥,101.56,80.2,0.02,-0.388,4:31,已中斷,-4.92,63.4,268,True,51.8,C 基底修復,LH/LL,Combined_R22
